Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2017-12-06,5,0,22,0,3.7,9.7,-2
2017-12-07,5.1,0.1,23,1,3,10.8,-2.6
2017-12-08,5.2,0.1,24,1,14.4,20.8,8.1
2017-12-09,5.2,0,23,-1,17.6,25.9,8.4
2017-12-10,5.2,0,23,0,19.9,29.8,12.7
2017-12-11,5.2,0,23,0,23.4,30.4,16.5
2017-12-12,5.2,0,23,0,26.6,34.5,19
2017-12-13,5.3,0.1,23,0,24.8,30.7,13.1
2017-12-14,5.4,0.1,23,0,9.3,14.2,2.8
2017-12-15,5.4,0,26,3,20.3,28.8,6.3
2017-12-16,5.5,0.1,25,-1,23,30.9,12.6
2017-12-17,5.5,0,24,-1,16.3,24.1,9.3
2017-12-18,5.5,0,24,0,19.4,29.1,11.1
2017-12-19,5.5,0,24,0,21.6,29.3,14.2
2017-12-20,5.5,0,24,0,25.2,32.4,19.2
2017-12-21,5.5,0,24,0,11.8,21.2,2.5
2017-12-22,5.8,0.3,29,5,8.1,15.6,-0.8
2017-12-23,6,0.2,26,-3,12,15.8,1.9
2017-12-24,6.5,0.5,37,11,5.9,13.5,-0.9
2017-12-25,6.6,0.1,34,-3,16.9,21.7,13.5
2017-12-26,7.4,0.8,44,10,15.4,20.5,10.6
2017-12-27,7.4,0,41,-3,17.2,21.7,9.3
2017-12-28,7.4,0,39,-2,22.1,27.5,18.3
2017-12-29,7.4,0,37,-2,27.1,33.8,23
2017-12-30,7.4,0,35,-2,28.2,35.6,20.5
2017-12-31,7.4,0,34,-1,17.4,22.6,13.6
2018-01-01,7.4,0,34,0,19,27.9,10.8
2018-01-02,7.4,0,33,-1,11.7,21.4,3.4
2018-01-03,7.4,0,33,0,22.1,32.2,12.9
2018-01-04,7.4,0,32,-1,21.6,30.6,13.6
2018-01-05,7.4,0,32,0,25.9,31.6,21.7
2018-01-06,7.4,0,32,0,25.2,30.9,21
2018-01-07,7.6,0.2,33,1,17.1,21.2,13.3
2018-01-08,7.7,0.1,35,2,28.8,39.2,17.4
2018-01-09,7.8,0.1,34,-1,30.9,36.5,27.5
2018-01-10,7.8,0,34,0,21.6,29.5,7.3
2018-01-11,8,0.2,39,5,7.5,12.9,3.6
2018-01-12,8.1,0.1,36,-3,14.9,19.6,11.1
2018-01-13,8.7,0.6,44,8,15.3,21,10.6
2018-01-14,8.7,0,43,-1,18.7,25.5,10.8
2018-01-15,8.7,0,42,-1,11.7,19.9,-3.1
2018-01-16,8.7,0,41,-1,9.7,21.2,-1.3
2018-01-17,8.7,0,40,-1,16.3,27.7,8.2
2018-01-18,8.7,0,39,-1,24.4,34.3,11.7
2018-01-19,8.8,0.1,38,-1,31.5,38.8,25.2
2018-01-20,8.8,0,38,0,27.3,35.6,18.3
2018-01-21,8.9,0.1,38,0,6.6,18.7,-0.9
2018-01-22,9.1,0.2,42,4,3.2,10.4,-2
2018-01-23,9.2,0.1,42,0,6.8,12.4,2.5
2018-01-24,9.3,0.1,41,-1,18.3,27,5.7
2018-01-25,9.4,0.1,40,-1,25,34.3,16.3
2018-01-26,9.4,0,40,0,6.1,16.3,-0.2
2018-01-27,9.4,0,42,2,8.6,19.6,-0.2
2018-01-28,9.5,0.1,41,-1,15.4,21.6,9.5
2018-01-29,9.5,0,41,0,21.9,30.6,16.3
2018-01-30,9.6,0.1,40,-1,28.2,36.1,19.2
2018-01-31,9.6,0,40,0,25.5,28.4,21.4
2018-02-01,9.6,0,39,-1,20.3,25.3,17.4
2018-02-02,9.8,0.2,43,4,24.4,32.5,19.9
2018-02-03,9.8,0,42,-1,21.4,27,19.2
2018-02-04,10,0.2,42,0,23.2,29.7,19.6
2018-02-05,10.1,0.1,44,2,19.2,22.3,15.1
2018-02-06,11.1,1,56,12,13.1,20.1,9.5
2018-02-07,11.2,0.1,55,-1,16.7,24.6,7.7
2018-02-08,11.3,0.1,52,-3,21.7,29.8,13.5
2018-02-09,11.3,0,50,-2,23.2,29.3,18.9
2018-02-10,11.4,0.1,50,0,11.1,20.3,-0.4
2018-02-11,11.7,0.3,53,3,7,19.6,-3.8
2018-02-12,11.7,0,51,-2,18.9,25.2,8.6
2018-02-13,11.8,0.1,51,0,20.1,27.7,12.9
2018-02-14,11.8,0,50,-1,22.1,29.7,18
2018-02-15,11.9,0.1,50,0,14,23.7,0.9
2018-02-16,11.9,0,52,2,11.8,25,0.7
2018-02-17,12,0.1,50,-2,17.8,27.9,8.2
2018-02-18,12,0,49,-1,24.3,34.7,13.8
2018-02-19,12.1,0.1,49,0,18,26.8,4.6
2018-02-20,12.2,0.1,52,3,-1.1,6.1,-8.5
2018-02-21,12.2,0,51,-1,4.6,18,-9.6
2018-02-22,12.2,0,50,-1,9.3,19,2.1
2018-02-23,12.2,0,50,0,7.7,19,-0.8
2018-02-24,12.3,0.1,50,0,0.1,7.2,-5.4
2018-02-25,12.3,0,51,1,2.5,9.9,-2.6
2018-02-26,12.4,0.1,51,0,16.7,28.8,7.7
2018-02-27,12.5,0.1,50,-1,17.4,30,8.1
2018-02-28,12.5,0,50,0,12.7,26.8,4.3
2018-03-01,12.5,0,50,0,19.6,34.9,9.3
2018-03-02,12.6,0.1,49,-1,25.2,38.5,11.5
2018-03-03,12.6,0,49,0,30.6,43.7,24.1
2018-03-04,12.6,0,49,0,18.3,32,-0.8
2018-03-05,12.6,0,51,2,1.6,7.3,-2.2
2018-03-06,12.7,0.1,52,1,6.3,20.5,-4.7
2018-03-07,12.8,0.1,51,-1,16.3,30.7,5.2
2018-03-08,12.8,0,50,-1,24.6,36.1,17.6
2018-03-09,12.9,0.1,50,0,24.8,34.3,18.7
2018-03-10,12.9,0,50,0,15.4,29.1,4.6
2018-03-11,13.1,0.2,54,4,18.3,37.4,4.1
2018-03-12,13.1,0,53,-1,21,32.7,8.8
2018-03-13,13.1,0,52,-1,21.9,37.8,9.9
2018-03-14,13.2,0.1,52,0,31.3,42.4,21.6
2018-03-15,13.2,0,51,-1,26.4,39,14.7
2018-03-16,13.5,0.3,54,3,16.7,25.2,10
2018-03-17,13.6,0.1,57,3,21.9,37.9,10
2018-03-18,13.6,0,55,-2,16.7,30.2,7.3
2018-03-19,13.9,0.3,58,3,12.2,25,6.3
2018-03-20,14,0.1,57,-1,13.8,22.6,7.9
2018-03-21,14.3,0.3,61,4,24.4,36.7,14.9
2018-03-22,14.4,0.1,58,-3,33.3,46.4,24.6
2018-03-23,14.5,0.1,56,-2,27.5,35.1,19.4
2018-03-24,14.8,0.3,59,3,27.1,41.9,11.7
2018-03-25,14.8,0,57,-2,28.8,41.7,20.7
2018-03-26,14.8,0,57,0,22.6,36.5,14.5
2018-03-27,14.8,0,57,0,19.6,35.8,7.5
2018-03-28,14.8,0,57,0,17.1,29.3,12
2018-03-29,15.1,0.3,62,5,16.7,27.1,10.4
2018-03-30,15.2,0.1,62,0,25.7,39.9,12.9
2018-03-31,15.3,0.1,60,-2,29.8,39.2,21
2018-04-01,15.4,0.1,58,-2,32.2,44.4,23.5
2018-04-02,15.5,0.1,57,-1,31.6,43,14.9
2018-04-03,15.6,0.1,59,2,13.3,26.2,-0.6
2018-04-04,15.6,0,59,0,27,38.1,19.8
2018-04-05,15.7,0.1,57,-2,28,41.4,17.6
2018-04-06,15.8,0.1,58,1,27.9,32.5,23.9
2018-04-07,16.5,0.7,65,7,31.3,38.1,26.4
2018-04-08,17.1,0.6,67,2,23.7,33.8,16.9
2018-04-09,18.1,1,77,10,21,36.3,13.6
2018-04-10,18.3,0.2,73,-4,29.3,43.2,15.6
2018-04-11,18.4,0.1,70,-3,37.2,49.3,28
2018-04-12,18.4,0,67,-3,32.2,44.4,12.6
2018-04-13,18.5,0.1,67,0,10.8,15.8,5.9
2018-04-14,18.7,0.2,68,1,16.9,27.5,7.9
2018-04-15,19,0.3,68,0,27.5,41.2,18.7
2018-04-16,19.2,0.2,67,-1,36.1,47.8,23.5
2018-04-17,19.2,0,66,-1,20.7,36.5,7.3
2018-04-18,19.3,0.1,69,3,20.5,39.2,4.6
2018-04-19,19.4,0.1,66,-3,32.5,44.8,20.7
2018-04-20,19.4,0,65,-1,28.8,37.4,20.1
2018-04-21,19.7,0.3,69,4,24.1,30.6,18.3
2018-04-22,19.9,0.2,69,0,33.8,45.5,24.8
2018-04-23,19.9,0,64,-5,36,51.1,25.5
2018-04-24,19.9,0,63,-1,23.9,34.3,14.2
2018-04-25,20.2,0.3,67,4,30.6,48.4,9.1
2018-04-26,20.2,0,62,-5,30.2,42.8,20.8
2018-04-27,20,-0.2,62,0,36.5,55,22.3
2018-04-28,19.4,-0.6,59,-3,39.9,56.8,27.9
2018-04-29,19.1,-0.3,57,-2,39.9,53.4,28.2
2018-04-30,18.9,-0.2,55,-2,34.5,47.8,25.9
2018-05-01,18.9,0,54,-1,31.5,42.6,24.3
2018-05-02,18.9,0,54,0,29.5,41.4,23.7
2018-05-03,19.1,0.2,57,3,26.6,34.5,21.7
2018-05-04,20.4,1.3,69,12,31.6,46,23.4
2018-05-05,20.3,-0.1,61,-8,36,52,22.6
2018-05-06,20.3,0,57,-4,41.2,56.5,28.8
2018-05-07,20.2,-0.1,55,-2,44.4,57.9,32.9
2018-05-08,19.8,-0.4,53,-2,41.2,55.6,31.5
2018-05-09,18.8,-1,51,-2,42.8,58.8,33.3
2018-05-10,18.6,-0.2,49,-2,46.6,59.5,35.2
2018-05-11,18.1,-0.5,47,-2,43.9,57,32.9
2018-05-12,17.4,-0.7,45,-2,42.4,56.7,28.8
2018-05-13,16.7,-0.7,42,-3,38.8,52.2,29.1
2018-05-14,16.3,-0.4,41,-1,37.9,55.8,27.1
2018-05-15,16,-0.3,40,-1,39.4,53.8,27.1
2018-05-16,15.9,-0.1,38,-2,42.6,59,29.3
2018-05-17,15.5,-0.4,36,-2,43.5,59,31.8
2018-05-18,14.7,-0.8,32,-4,35.1,53.1,27.3
2018-05-19,14,-0.7,30,-2,32.7,44.6,25.9
2018-05-20,13.9,-0.1,30,0,35.6,51.8,25.2
2018-05-21,13.7,-0.2,30,0,40.3,55.9,28.4
2018-05-22,13.2,-0.5,29,-1,39,55.8,30.2
2018-05-23,13.1,-0.1,27,-2,40.6,55,30.2
2018-05-24,12.3,-0.8,25,-2,42.6,57.2,31.5
2018-05-25,11.3,-1,22,-3,47.3,63.7,33.8
2018-05-26,9.7,-1.6,19,-3,49.3,62.2,36.9
2018-05-27,8.2,-1.5,17,-2,47.5,60.1,32.5
2018-05-28,6.8,-1.4,12,-5,39.4,53.2,31.8
2018-05-29,5.6,-1.2,11,-1,38.8,47.5,31.5
2018-05-30,4.8,-0.8,9,-2,43.2,57.4,32.4
2018-05-31,3.7,-1.1,7,-2,49.8,63.1,38.5
2018-06-01,2.3,-1.4,5,-2,46.4,56.5,35.1
2018-06-02,1.3,-1,3,-2,44.1,61,30.9
2018-06-03,0,-1.3,0,-3,41.9,59.4,32.7
2018-06-04,0,0,0,0,46.2,60.4,33.3
2018-06-05,0,0,0,0,49.5,63.3,37.4
2018-06-06,0,0,0,0,50.9,66.6,39.2
2018-06-07,0,0,0,0,51.4,65.1,39.6
2018-06-08,0,0,0,0,50.4,65.7,37.8
2018-06-09,0,0,0,0,51.8,66.9,36.7
2018-06-10,0,0,0,0,53.4,66.6,39
2018-06-11,0,0,0,0,48,64,35.2
2018-06-12,0,0,0,0,51.3,66.2,37
2018-06-13,0,0,0,0,55.4,69.1,41.2
2018-06-14,0,0,0,0,53.1,66.2,43.2
2018-06-15,0,0,0,0,52,68.2,41.4
2018-06-16,0,0,0,0,49.6,62.6,41.4
2018-06-17,0,0,0,0,44.1,52.2,37.9
2018-06-18,0,0,0,0,48.6,63.7,36.1
2018-06-19,0,0,0,0,47.7,63.5,35.2
2018-06-20,0,0,0,0,45.7,61,33.1
2018-06-21,0,0,0,0,51.6,66.2,38.1
2018-06-22,0,0,0,0,46.4,60.4,36.7
2018-06-23,0,0,0,0,49.1,62.8,35.8
2018-06-24,0,0,0,0,41.2,50.7,34.9
2018-06-25,0,0,0,0,47.7,62.2,32.2
2018-06-26,0,0,0,0,57,71.1,44.1
2018-06-27,0,0,0,0,57.4,74.3,45.3
2018-06-28,0,0,0,0,57.4,74.5,45.7
2018-06-29,0,0,0,0,55.4,70.2,42.3
2018-06-30,0,0,0,0,47.7,65.3,35.6
2018-07-01,0,0,0,0,49.5,65.8,32.5
2018-07-02,0,0,0,0,53.2,70.3,38.7
2018-07-03,0,0,0,0,52.7,69.1,41.9
2018-07-04,0,0,0,0,51.8,66.2,41.7
2018-07-05,0,0,0,0,49.6,63.7,40.5
2018-07-06,0,0,0,0,54.3,69.6,41.7
2018-07-07,0,0,0,0,54.7,69.4,45
2018-07-08,0,0,0,0,55.9,70.7,45.7
2018-07-09,0,0,0,0,56.7,68.7,45.3
2018-07-10,0,0,0,0,57.2,73.6,45.3
2018-07-11,0,0,0,0,56.5,73.2,43.9
2018-07-12,0,0,0,0,49.5,68.7,40.5
2018-07-13,0,0,0,0,51.1,68,41.2
2018-07-14,0,0,0,0,55.4,70.9,42.6
2018-07-15,0,0,0,0,48.9,56.8,41
2018-07-16,0,0,0,0,51.4,69.8,40.1
2018-07-17,0,0,0,0,54.7,67.8,43.9
2018-07-18,0,0,0,0,55.9,70.2,47.3
2018-07-19,0,0,0,0,57.2,73.2,44.1
2018-07-20,0,0,0,0,55.8,73.2,45.5
2018-07-21,0,0,0,0,55.4,71.4,45
2018-07-22,0,0,0,0,54.1,72.5,41.2
2018-07-23,0,0,0,0,50.7,67.1,41
2018-07-24,0,0,0,0,54.7,69.1,43.7
2018-07-25,0,0,0,0,52.9,67.8,42.4
2018-07-26,0,0,0,0,51.6,66.9,41.4
2018-07-27,0,0,0,0,51.6,67.3,41.9
2018-07-28,0,0,0,0,49.5,64.2,43.2
2018-07-29,0,0,0,0,52.2,64.9,41.9
2018-07-30,0,0,0,0,47.1,63.5,36.3
2018-07-31,0,0,0,0,50.2,68,35.1
2018-08-01,0,0,0,0,49.8,64,41.9
2018-08-02,0,0,0,0,54.7,69.8,41.4
2018-08-03,0,0,0,0,45.9,55.6,37.2
2018-08-04,0,0,0,0,50.9,67.3,38.3
2018-08-05,0,0,0,0,51.1,64.8,41.4
2018-08-06,0,0,0,0,51.3,66.9,38.7
2018-08-07,0,0,0,0,52,68,38.1
2018-08-08,0,0,0,0,50.4,68.2,40.5
2018-08-09,0,0,0,0,51.1,66.2,40.1
2018-08-10,0,0,0,0,51.4,66.9,39.4
2018-08-11,0,0,0,0,53.2,70.2,38.3
2018-08-12,0,0,0,0,54.7,70.3,43.5
2018-08-13,0,0,0,0,52.2,70,41.9
2018-08-14,0,0,0,0,51.8,68,39.9
2018-08-15,0,0,0,0,53.2,67.6,42.8
2018-08-16,0,0,0,0,51.3,64.4,42.4
2018-08-17,0,0,0,0,51.1,63.5,41.9
2018-08-18,0,0,0,0,46.2,58.5,38.3
2018-08-19,0,0,0,0,41.4,55.2,34.5
2018-08-20,0,0,0,0,49.1,66.6,34.2
2018-08-21,0,0,0,0,44.4,58.3,38.8
2018-08-22,0,0,0,0,46.4,56.8,40.5
2018-08-23,0,0,0,0,46.4,57.2,35.6
2018-08-24,0,0,0,0,49.6,64.4,41
2018-08-25,0,0,0,0,51.6,65.8,41.7
2018-08-26,0,0,0,0,50.2,64.4,37.9
2018-08-27,0,0,0,0,49.5,62.8,34.7
2018-08-28,0,0,0,0,49.1,62.6,39.6
2018-08-29,0,0,0,0,50.2,64.9,37.8
2018-08-30,0,0,0,0,52.5,67.5,41.2
2018-08-31,0,0,0,0,48.2,61.2,36
2018-09-01,0,0,0,0,43.5,58.8,34.9
2018-09-02,0,0,0,0,44.6,55,36.3
2018-09-03,0,0,0,0,43.7,52,36.9
2018-09-04,0,0,0,0,43.7,57.7,34.9
2018-09-05,0,0,0,0,40.1,56.8,33.1
2018-09-06,0,0,0,0,41.2,57.4,33.8
2018-09-07,0,0,0,0,43.7,58.3,32.7
2018-09-08,0,0,0,0,46.6,62.6,36.1
2018-09-09,0,0,0,0,46.2,62.2,35.6
2018-09-10,0,0,0,0,49.1,64.9,38.3
2018-09-11,0,0,0,0,50,62.1,38.8
2018-09-12,0,0,0,0,52.2,67.1,37.8
2018-09-13,0,0,0,0,53.1,69.6,40.1
2018-09-14,0,0,0,0,51.1,68.7,37
2018-09-15,0,0,0,0,52,69.1,40.5
2018-09-16,0,0,0,0,54.1,67.8,44.2
2018-09-17,0,0,0,0,52,67.1,42.1
2018-09-18,0,0,0,0,52.7,69.1,41.4
2018-09-19,0,0,0,0,46.4,65.3,37.9
2018-09-20,0,0,0,0,42.4,55.8,30.7
2018-09-21,0,0,0,0,44.4,60.6,29.8
2018-09-22,0,0,0,0,45.9,61,34.9
2018-09-23,0,0,0,0,46.4,59.4,37.2
2018-09-24,0,0,0,0,39.9,48.9,30
2018-09-25,0,0,0,0,34.5,49.5,23.9
2018-09-26,0,0,0,0,38.8,51.3,28.2
2018-09-27,0,0,0,0,42.4,55.4,31.8
2018-09-28,0,0,0,0,46,58.3,36.9
2018-09-29,0,0,0,0,48.6,61.2,40.6
2018-09-30,0,0,0,0,48.9,61.2,39
2018-10-01,0,0,0,0,42.8,49.5,38.3
2018-10-02,0,0,0,0,42.8,45.7,38.1
2018-10-03,0,0,0,0,44.1,54.3,35.2
2018-10-04,0,0,0,0,39,52,34.2
2018-10-05,0,0,0,0,35.8,44.2,30.2
2018-10-06,0,0,0,0,32.9,43.9,27.3
2018-10-07,0,0,0,0,34,47.7,25.3
2018-10-08,0,0,0,0,25.2,33.4,17.8
2018-10-09,0.6,0.6,3,3,23.4,30.4,18
2018-10-10,0.6,0,3,0,22.5,30,18
2018-10-11,0.8,0.2,5,2,26.2,33.8,20.8
2018-10-12,1.2,0.4,7,2,26.4,37.2,19.6
2018-10-13,1.2,0,7,0,30.6,41.4,18
2018-10-14,1.3,0.1,6,-1,11.1,20.5,-0.6
2018-10-15,1.5,0.2,11,5,9.7,26.2,-3.6
2018-10-16,1.5,0,9,-2,20.3,35.6,8.4
2018-10-17,1.5,0,9,0,25.2,34.7,12.9
2018-10-18,1.6,0.1,8,-1,29.8,42.1,21.2
2018-10-19,1.7,0.1,11,3,27.7,42.3,18.3
2018-10-20,1.7,0,10,-1,32,48,23.5
2018-10-21,1.7,0,9,-1,33.1,45.9,25.5
2018-10-22,1.8,0.1,8,-1,34.3,47.3,27.1
2018-10-23,1.8,0,7,-1,35.6,44.1,30.6
2018-10-24,1.8,0,7,0,30.6,36.1,27.1
2018-10-25,1.8,0,7,0,28.4,37.8,25.2
2018-10-26,1.8,0,7,0,29.3,38.1,23.9
2018-10-27,1.8,0,7,0,35.1,44.2,25.5
2018-10-28,1.8,0,6,-1,38.7,48.9,32.5
2018-10-29,1.8,0,6,0,39.9,50,27.3
2018-10-30,1.8,0,6,0,23.4,30,16.2
2018-10-31,2.1,0.3,10,4,16.7,27.1,11.7
2018-11-01,2.2,0.1,9,-1,18.7,22.3,13.5
2018-11-02,2.5,0.3,13,4,25.7,31.3,20.3
2018-11-03,2.8,0.3,14,1,18.9,24.1,16.3
2018-11-04,3.5,0.7,24,10,20.1,27.1,14.9
2018-11-05,4,0.5,29,5,16.7,22.3,14.5
2018-11-06,4.3,0.3,30,1,14.2,22.3,7
2018-11-07,4.3,0,28,-2,10.6,19.9,4.5
2018-11-08,4.3,0,25,-3,6.6,14.5,1.8
2018-11-09,4.3,0,23,-2,11.8,22.6,3.2
2018-11-10,4.3,0,22,-1,16.7,29.5,2.8
2018-11-11,4.3,0,21,-1,4.1,10.9,-2.6
2018-11-12,4.4,0.1,22,1,-1.3,9.3,-8.7
2018-11-13,4.4,0,21,-1,14,24.8,2.8
2018-11-14,4.5,0.1,21,0,21.6,34,12.4
2018-11-15,4.6,0.1,20,-1,23.4,32.5,17.1
2018-11-16,4.6,0,20,0,25,34.5,18
2018-11-17,4.6,0,20,0,21.6,31.5,14.5
2018-11-18,4.6,0,20,0,13.8,21.2,6.6
2018-11-19,4.6,0,20,0,17.2,25.7,10.9
2018-11-20,4.6,0,20,0,19.4,32,13.5
2018-11-21,4.6,0,20,0,20.3,33.4,14.4
2018-11-22,4.6,0,20,0,23.4,32.7,14.5
2018-11-23,4.9,0.3,23,3,15.6,20.3,13.1
2018-11-24,5.2,0.3,27,4,14.2,23.7,5.4
2018-11-25,6.2,1,35,8,5,12.9,0.9
2018-11-26,6.2,0,33,-2,11.8,18.9,0.9
2018-11-27,6.3,0.1,31,-2,20.7,27.1,14.9
2018-11-28,6.4,0.1,29,-2,23.4,27.7,21
2018-11-29,6.5,0.1,29,0,21.4,28,13.6
2018-11-30,6.6,0.1,31,2,15.6,26.6,10
2018-12-01,6.8,0.2,33,2,8.1,15.1,-4
2018-12-02,6.8,0,34,1,1.4,14.5,-5.1
2018-12-03,6.8,0,33,-1,2.7,12,-2.7
2018-12-04,7,0.2,33,0,-0.4,5.5,-4
2018-12-05,7,0,32,-1,15.4,22.6,4.3
2018-12-06,7.4,0.4,34,2,18.7,24.1,15.3
2018-12-07,7.4,0,34,0,15.1,23.4,9.9
2018-12-08,7.5,0.1,34,0,13.5,21,9.1
2018-12-09,7.5,0,32,-2,8.4,15.1,1.2
2018-12-10,7.5,0,34,2,17.1,28.8,3.6
2018-12-11,7.5,0,33,-1,21,26.8,16.2
2018-12-12,7.5,0,32,-1,15.4,25.3,3.6
2018-12-13,7.6,0.1,33,1,6.3,15.3,0.3
2018-12-14,7.6,0,33,0,21.6,30.7,10.9
2018-12-15,7.7,0.1,32,-1,22.5,30.4,14.7
2018-12-16,7.7,0,32,0,22.6,36.7,14.5
2018-12-17,7.7,0,31,-1,23.5,33.3,17.4
2018-12-18,7.7,0,31,0,19.2,23.5,15.4
2018-12-19,7.8,0.1,31,0,13.5,20.7,8.2
2018-12-20,8.2,0.4,38,7,12.9,21,6.1
2018-12-21,8.3,0.1,37,-1,18.9,25.2,14.9
2018-12-22,8.4,0.1,36,-1,9,16.5,1
2018-12-23,8.4,0,38,2,12.2,20.7,0.9
2018-12-24,8.5,0.1,37,-1,14.4,19.9,5.7
2018-12-25,8.6,0.1,38,1,17.4,25.9,7.5
2018-12-26,8.6,0,37,-1,14.4,23.7,5
2018-12-27,8.6,0,37,0,1.4,12.4,-7.6
2018-12-28,8.6,0,36,-1,-3.1,10.6,-11.4
2018-12-29,8.6,0,36,0,3,10.4,-5.6
2018-12-30,8.6,0,36,0,13.8,23.9,3.9
2018-12-31,8.6,0,36,0,-2,6.4,-13.9
2019-01-01,8.6,0,36,0,3,14.7,-7.2
2019-01-02,8.6,0,36,0,9.5,24.6,-2.9
2019-01-03,8.6,0,35,-1,19.2,28,9.1
2019-01-04,8.8,0.2,35,0,24.6,35.6,16.7
2019-01-05,8.8,0,35,0,28.8,36.3,21.7
2019-01-06,8.8,0,35,0,20.7,28.8,9.5
2019-01-07,8.9,0.1,38,3,12.9,16.2,7
2019-01-08,9.1,0.2,39,1,17.6,25.2,12
2019-01-09,9.1,0,38,-1,27.1,36.9,19.8
2019-01-10,9.2,0.1,37,-1,24.3,33.8,16.5
2019-01-11,9.3,0.1,38,1,17.2,22.1,11.3
2019-01-12,9.6,0.3,42,4,10.6,19.6,3
2019-01-13,9.6,0,41,-1,5.9,16.2,0.3
2019-01-14,9.6,0,41,0,10.2,23.2,1.4
2019-01-15,9.6,0,40,-1,20.5,29.5,8.6
2019-01-16,9.7,0.1,40,0,19.9,25,14.4
2019-01-17,9.9,0.2,43,3,21.7,32.4,14.5
2019-01-18,10,0.1,43,0,14.2,20.3,8.2
2019-01-19,10.8,0.8,56,13,13.3,21.9,1.2
2019-01-20,10.9,0.1,52,-4,22.5,28.8,18.7
2019-01-21,10.9,0,49,-3,18.7,26.6,7.9
2019-01-22,11.1,0.2,51,2,1.4,7.9,-2.6
2019-01-23,11.1,0,50,-1,7.2,16.9,-2
2019-01-24,11.4,0.3,53,3,7.2,10.4,4.1
2019-01-25,11.8,0.4,54,1,6.3,12.4,2.7
2019-01-26,11.9,0.1,53,-1,9.5,14.9,5.7
2019-01-27,12.1,0.2,53,0,16.3,22.1,9.7
2019-01-28,12.2,0.1,52,-1,5.4,14.5,-6.7
2019-01-29,12.3,0.1,55,3,5,14.4,-5.1
2019-01-30,12.4,0.1,53,-2,12.4,20.5,2.7
2019-01-31,12.4,0,52,-1,15.8,28.8,6.1
2019-02-01,12.5,0.1,51,-1,19.9,34.9,12.7
2019-02-02,12.5,0,50,-1,23.9,33.1,16
2019-02-03,12.6,0.1,49,-1,23.7,31.8,15.3
2019-02-04,12.6,0,49,0,22.3,30.7,15.3
2019-02-05,12.6,0,49,0,19.4,24.8,14.7
2019-02-06,12.6,0,50,1,9.7,18,-4.7
2019-02-07,12.8,0.2,54,4,-5.6,-1.1,-8.9
2019-02-08,12.9,0.1,54,0,8.6,20.3,-6.2
2019-02-09,13,0.1,52,-2,15.8,24.8,9.5
2019-02-10,13.1,0.1,52,0,13.6,23.9,6.4
2019-02-11,13.1,0,51,-1,6.8,12.9,0.7
2019-02-12,13.1,0,51,0,12.2,22.3,1.9
2019-02-13,13.2,0.1,50,-1,22.3,31.5,15.8
2019-02-14,13.4,0.2,53,3,23.5,28.8,19.9
2019-02-15,14.2,0.8,57,4,19.9,29.5,10.6
2019-02-16,14.3,0.1,58,1,6.8,19,-2.7
2019-02-17,14.4,0.1,60,2,0.7,14.4,-6.5
2019-02-18,14.4,0,59,-1,3.4,16.3,-6.5
2019-02-19,14.4,0,58,-1,0.7,16.5,-9
2019-02-20,14.4,0,58,0,-2.9,7.2,-8.7
2019-02-21,14.4,0,57,-1,5.5,17.4,-6.5
2019-02-22,14.6,0.2,57,0,12.7,23.5,4.6
2019-02-23,14.8,0.2,59,2,3.4,10.8,-3.5
2019-02-24,14.8,0,59,0,9.5,22.6,-2.6
2019-02-25,14.9,0.1,58,-1,17.8,29.3,5
2019-02-26,14.9,0,57,-1,23.7,36.3,13.5
2019-02-27,15,0.1,57,0,24.6,37.9,19.2
2019-02-28,15.1,0.1,57,0,22.1,34.3,16
2019-03-01,15.2,0.1,58,1,20.7,27.5,18
2019-03-02,15.7,0.5,65,7,21.2,29.5,9.1
2019-03-03,16.5,0.8,71,6,15.4,25.5,9.7
2019-03-04,17,0.5,75,4,10.4,23.4,3.6
2019-03-05,17,0,72,-3,16.2,28.2,3.2
2019-03-06,17.2,0.2,70,-2,27.3,32.7,22.3
2019-03-07,18.2,1,79,9,21.2,31.3,14.5
2019-03-08,18.7,0.5,81,2,19.9,29.8,10.6
2019-03-09,19.2,0.5,85,4,12.4,24.1,4.5
2019-03-10,19.3,0.1,83,-2,16.9,31.3,9.3
2019-03-11,19.3,0,80,-3,19.8,34,8.4
2019-03-12,19.4,0.1,78,-2,27.9,40.8,16.7
2019-03-13,19.6,0.2,78,0,14.9,25.2,3.2
2019-03-14,20.4,0.8,86,8,5.7,16.2,0.3
2019-03-15,20.5,0.1,84,-2,10.8,27.9,-2.6
2019-03-16,20.5,0,82,-2,16.7,32.5,5.4
2019-03-17,20.6,0.1,80,-2,19.9,36.9,7.9
2019-03-18,20.6,0,79,-1,23,37,14.5
2019-03-19,20.6,0,78,-1,12.7,24.1,1.6
2019-03-20,20.6,0,77,-1,20.3,40.5,2.7
2019-03-21,20.7,0.1,76,-1,24.4,35.8,12.9
2019-03-22,20.8,0.1,75,-1,21.4,34.7,14.9
2019-03-23,21,0.2,77,2,18.7,28.8,11.8
2019-03-24,21.1,0.1,77,0,20.8,34.9,9.9
2019-03-25,21.3,0.2,78,1,23.2,36,13.1
